Hospital Name,Address,CITY,STATE,PPN / NON PPN
Bharathi Hospital,"1/82, Kadapa, Yerramukkapalli Yerramukka palli",KADAPA,ANDHRA PRADESH,NON PPN
Mrudula Hospital,"# 1/102, GEORGE REDDY STREET, 
YERRAMUKKAPALLIKadapa",KADAPA,ANDHRA PRADESH,NON PPN
Vidyasagar Hospital,"1/700-3,Dwarka Nagar,,Near Sandhya Theatre Circle,Beside 
HDFC bank,",KADAPA,ANDHRA PRADESH,NON PPN
Suraksha Super Speciality Hospital,"6-895-3, Opp. Blind School,Sankarapuram",KADAPA,ANDHRA PRADESH,NON PPN
Sri Srinivasa Hospital,"3/38, Nagarajupet,nil",KADAPA,ANDHRA PRADESH,NON PPN
Kadapa Hospitals,"Christian Lane, City Union Bank Upstairs,Opp. Police Gate,",KADAPA,ANDHRA PRADESH,NON PPN
Hope International Hospital,"3-119, Adb Road,Near Achampet Junction,Godavari,",Kakinada,ANDHRA PRADESH,NON PPN
"Trust Hospital - A Unit Of Sarvottam 
Healthcare Pvt Ltd","3-29, Sarpavaram Junction,,,Kakinadanil",KAKINADA,ANDHRA PRADESH,NON PPN
"Omni Hospital (A Unit Of Incor 
Padmachandra Hospitals Pvt Ltd)","#46/93-35-1,,Budhawar Peta,",Kurnool,ANDHRA PRADESH,NON PPN
Omega Hospital,"518003, Nandikotkur Rd, Maruthi Nagar, Sree Rama Nagar, 
Kurnool, Andhra Pradesh 518002Kurnool",KURNOOL,ANDHRA PRADESH,NON PPN
Agraseni Hospital,"46, 1 BK ST, Sapathagiri Nagar, Near Ayyappa Temple",KURNOOL,ANDHRA PRADESH,NON PPN
GNR Hospital,"50-760-A7, Gayathri Estate,Near Kotla Railway Station,",KURNOOL,ANDHRA PRADESH,NON PPN
Kims Rainbow Hospital Pvt Ltd,"69/213-K-9, Johapuram Road, nil",KURNOOL,ANDHRA PRADESH,NON PPN
Sai Vani Hospital,"#25-394/05, Denialpuram, Near St. Josoph Church, 
NandyalNandyal",NANDYAL,ANDHRA PRADESH,NON PPN
Sree Sai Multispecialty Hospital,"25/125, A1-1, Opp Ayyappa Swamy Temple, Sandhya 
Theatre Atmakur Road, NandyalNandyal",NANDYAL,ANDHRA PRADESH,NON PPN
Santhiram General Hospital,"Nh.18, Nandyal,,Near Venkateswarapuram,,Dist. Kurnool",Nandyal,ANDHRA PRADESH,NON PPN
Sri Narmada Hospital,H. NO-21/125-15B Bypass Road NandyalNandyal,NANDYAL,ANDHRA PRADESH,NON PPN
Maruthi Hospital,"Main Road, Nellimarla, Vieianagram, Andhra 
PradeshNellimarla",NELAMANGALA,ANDHRA PRADESH,NON PPN
Vijaya Krishna Hospital Pvt Ltd,"16 II/41A, POGATHOTA,NELLORE",NELLORE,ANDHRA PRADESH,NON PPN
RSR Hospital,"16-2/62, Pogathota S2 Opp NelloreNellore",NELLORE,ANDHRA PRADESH,NON PPN
Rudra Multi Speciality Hospital,"H. No, 5-6-39, Opp R & B Guest House, Koundinya Building 
Opp: NH 7 road, Kamareddy, Dist NizamabadKamareddy",NELLORE,ANDHRA PRADESH,NON PPN
KBR Orthopedic Hospital,"16-4-430, Near Saibaba Gudi, Gandhi Bomma, Trunk Road, 
NelloreNellore",NELLORE,ANDHRA PRADESH,NON PPN
Simhapuri Hospitals,"NH-5, Chinthareddypalem Crossroad, Nellore, 
Andhrepradesh Nellore",NELLORE,ANDHRA PRADESH,NON PPN
Apollo Hospital Nellore,"# 16/111/1133, Muthukur Road,,Pinakini Nagar,,Akuthota",Nellore,ANDHRA PRADESH,NON PPN
"Kidz Rainbow Children And Baby Hospital Ramesh Reddy Nagar,Near Rtc Bus Stand.,,",,Nellore,ANDHRA PRADESH,NON PPN
Lotus Hospital(Nellore),"D.No:16-2-51,,Beside S2 Cinema Hall,,Pogathota",Nellore,ANDHRA PRADESH,NON PPN
Mydhili Hospital,"14/20, I.C.S. Road,,,Gudur",Nellore,ANDHRA PRADESH,NON PPN
"Rainbow Super Speciality 
Hospital(Nellore)","D. No. 16/2/686, Nr.Saibaba Temple,,Sunday 
Market,Sankara Agraharam,",Nellore,ANDHRA PRADESH,NON PPN
"Sai Suresh Children Surgical And 
Meternity Hospital","16-2-119, Pogathota,,Opposite To Ravi Children 
Hospital,,Pogathota",Nellore,ANDHRA PRADESH,NON PPN
St. Josephs Hospital.,"Near Vinayaka Theater,,Santhapet.,Santpeth",Nellore,ANDHRA PRADESH,NON PPN
Venkataramana Hospital,"Near Sibaba Temple,,Gandhi Nagar,,Nellore",Nellore,ANDHRA PRADESH,NON PPN
Vijaya Care Hospital,"D.No 16-2477,Vijayamahal Gate,Near Santhi 
Sweets,Nellore,,",Nellore,ANDHRA PRADESH,NON PPN
Reshma Mutilspeciality Hospital(RMH),"16-2-243, Pogathota,Opp Sunday Market,",NELLORE,ANDHRA PRADESH,NON PPN
Chaitanya Hospital Ongole,"Near By Pass, Anjaiah Road, Ongle, Prakasham",ONGOLE,ANDHRA PRADESH,NON PPN
Zachariah's Hospital,"Zachariah bNagar, Ongle, PrakasamOngle",ONGOLE,ANDHRA PRADESH,NON PPN
Srinivasa Hospital,"Sundaraiah Bhavan Road, Beside RTC Depot, Kurnool Road, 
OngoleOngole",ONGOLE,ANDHRA PRADESH,NON PPN
Sri Prasanthi Hospital,"West toBus Stand, Petrol Bunk Road Prakasam , Andhra 
Pradesh Prakasam",ONGOLE,ANDHRA PRADESH,NON PPN
Prasad Multi Speciality Hospital,"Trunk Road, Near Nellore Bus Stand, OngoleOngole",ONGOLE,ANDHRA PRADESH,NON PPN
Manasa Mother and Child Hospital,"Lombadi Donka, Near Aditya School, Ongle Urban, 
Prakasam, Andhra PradeshOngle",ONGOLE,ANDHRA PRADESH,NON PPN
BGR Hospital,10/258 gandhi roadProddatur,PRODDUTUR,ANDHRA PRADESH,NON PPN
Shree Madan Multispecialty Hospital,"10-238, Gandhi Road, ProddaturProddatur",PRODDUTUR,ANDHRA PRADESH,NON PPN
Svr Hospital (Proddatur),"#8/606-7,Godown Street,,Proddatur,Godown StreetNIL",PRODDUTUR,ANDHRA PRADESH,NON PPN
Chandrakala Super Specialty Hospital,"No-75-7-1/1, Baksh Nagar Danavaipet Rajahmundry",RAJAHMUNDRY,ANDHRA PRADESH,NON PPN
Kamala Hospital,"Illisipuram Junction, One Way Traffic Road, 
SrikakulamSrikakulam",SRIKAKULAM,ANDHRA PRADESH,NON PPN
Mother Vannini Hospital,"1-47-62/1, kadakatla,West Godavari,K.N. Road",TADEPALLIGUDEM,ANDHRA PRADESH,NON PPN
"Geeta Hospitals(Sri Geeta Health Care 
Pvt Ltd)","22-7-2/1, VINNAKOTAVARI STREETTANUKU",TANUKU,ANDHRA PRADESH,NON PPN
Sri Aditya Hospital,"D.No.33-5-1 Suryalayam Street,Tanuku,W.G.Dt.(A.P),Surya 
Layam StreetNIL",TANUKU,ANDHRA PRADESH,NON PPN
Nisa Hospital,"21-4-29, Old Police Station Street, Dist.West Godavani,",TANUKU,ANDHRA PRADESH,NON PPN
"Gayathri Hospitals ( A Unit Of 
J.D.Hospital Pvt.Ltd )","484 & 485,V.V.MAHAL ROAD,TIRUPATI-517501Tirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
"Venkataramana Heart and Maternity 
Hospital","10-3-206/A3/A, 517501, 10-14-587/1a, VV Mahal Rd, Reddy 
and Reddy's Colony, Tirupati, Andhra Pradesh 
517501Tirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
Sri Sai Multi Speciality Hospital,"5-1-75/E, Sarojini Devi Road, Opp. Municipal High School, 
Chittoor [Dist], Tirupati, Andhra Pradesh 517501Tirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
Gopi Madhavi Hospital,"# 10-3-206/M2/1, Reddy & Reddy Colony , Tirupati, 
Chittoor Tirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
Care Plus Hospitals,"23-2-166/1a New Balaji Colony, 80ft Road, MR Palli, 
Tirupati, Andhra PradeshTirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
Suraksha Hospital Tirupati,"#581/E, Reddy & Reddy's Colony, Reddy and Reddy's 
Colony, Tirupati, Andhra Pradesh 517501Chittoor",TIRUPATI,ANDHRA PRADESH,NON PPN
Fortuna Women & Orthocare Hospital,"Plot No-7, New Balaji Colony, AIR By Pass Road, MR Palli 
Circle, TirupatiTirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
Elite Multi Specialiy Hospital Pvt Ltd,"D No 10/14/576/6,,Reddy & Reddy Colony,,Opp Municipal 
Office",Tirupati,ANDHRA PRADESH,NON PPN
"Sree Ramadevi Multi Super Speciality 
Hospital","82, Sairam Street,Near Bhavaninagar Bus Stop,82, Sai Ram 
Street,,Bhavani Nagar",Tirupati,ANDHRA PRADESH,NON PPN
Vidyu Hemanth Hospital Tirupati,"10-13-508,Reddy & Reddy Colony,,Chittoor,,",Tirupati,ANDHRA PRADESH,NON PPN
Amma Children Hospital,"18-2-139-A, Ashok Nagar, TrupatiTirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
Helios Hospital,"18-2-148, Ashok Nagar, Opp to Devendra Theatre, Tirupati, 
Andhra Pradesh 517501",TIRUPATI,ANDHRA PRADESH,NON PPN
"Narayanadri Hospital & Research 
Institute PVT LTD","73/1A, Renigunta Road, TirupatiTirupati",TIRUPATI,ANDHRA PRADESH,NON PPN
Andhra Hospitals,"C V R Complex,,Prakasam Road,Vijayawada",Vijayawada,ANDHRA PRADESH,NON PPN
Anu Hospital,"# 29-28/1-13, Kovelamudivari S,Treet, Suryaraopet, 
Vijayawada,",Vijayawada,ANDHRA PRADESH,NON PPN
Boppana Superspeciality Hospital,"15-17711, Machilipatnam Road ,,M.G.Road,Poranki,",Vijayawada,ANDHRA PRADESH,NON PPN
"Gayathri Women And Child Care Hospital 
Pediatric Super Speciality Center","#29-13-43/1, Kaleswara Rao Road,Pushpa Hotel 
Center,Suryaraopet",Vijayawada,ANDHRA PRADESH,NON PPN
Giridhar Ent Hospital And Laser Centre,"29-8-39 Near Kalyan Kuteer Chiluku Durgalah 
Street,Suryarapet,Governorpet",Vijayawada,ANDHRA PRADESH,NON PPN
Kamineni Hospitals,"Kamineni Road, 100 Feet, New Autonagar Road,Tadigadapa 
Bus Stop, Near Siddhartha Engg. College,Poranki Rural,",Vijayawada,ANDHRA PRADESH,NON PPN
Liberty Hospitals,"D.No. 74-1-2,King Square Building,,Opp Auto Nagar Bus 
Terminal,Bundar Road,Patamata",Vijayawada,ANDHRA PRADESH,NON PPN
Life Line Hospital Trimurthy Hospital,"D No. 29-26-55,Dornakal Road,,Suryaraopet",Vijayawada,ANDHRA PRADESH,NON PPN
Mjnaidu Super Speciality Hospital,"Chalasani Venkatakrishnaiah Street, Near 
Pushpahospital,Suryaraopet,Chalasani Venkatakrishnaiah 
Street,,Suryaraopet",Vijayawada,ANDHRA PRADESH,NON PPN
Nori Multi Speciality Hospital,"#24/2/16-A, N.R.P Road,Vijayawada Nrp Road,,Gandhi 
Nagar",Vijayawada,ANDHRA PRADESH,NON PPN
Sagar Super Speciality Hospitals.,"D.No-29-28/1-56&57,Kovelamudivari Street,,Suryaraopet",Vijayawada,ANDHRA PRADESH,NON PPN
Sentini Hospitals Pvt Ltd,"Door No. 54-15-5 B & C,,Besides Vinayak Theater,,Ring 
Road",Vijayawada,ANDHRA PRADESH,NON PPN
Sindhura Hospitals Vijayawada,"29-10-36, Narasimha Rao,,Naidu St.,Suryaraopet",Vijayawada,ANDHRA PRADESH,NON PPN
Sri Santhi Hospitals,"# 29-8-13,Chiluku Durgaiah Street ,,Suryaraopet,",Vijayawada,ANDHRA PRADESH,NON PPN
Vignesh Super Specialities Hospital,"#29-29-6, Prakasam Road,,Opp Sbi Zonal Office 
Suryaraopet,,Suryaraopet,",Vijayawada,ANDHRA PRADESH,NON PPN
Vijaya Super Speciality Hospital,"# 29-26-92a, Suryanarayana & Boyapativari 
Street,,,Suryaraopet,",Vijayawada,ANDHRA PRADESH,NON PPN
"Vijaywada Multi Speciality Hospital (A 
Unit Of Durgabhavani Hosp Pvt Ltd)","D. No. 29-8-3, Chiluku Durgaia,H Street, Nakkal Road First 
Cross, Vijaya Talkies Centre, Suryaropeta,",Vijayawada,ANDHRA PRADESH,NON PPN
Vijetha Hospital(Vijayawada),"Meenakshi Towers,,Suryaraopet,Eluru Road",Vijayawada,ANDHRA PRADESH,NON PPN
Charithasri Hospital Ltd,"29-6-8/1,RAMCHANDRA RAO ROAD,SURYARAOPETNIL",VIJAYWADA,ANDHRA PRADESH,NON PPN
"Andhra Hospitals (Bhavanipuram) Pvt Ltd D.NO.16-72/1,OPP.HIGH SCHOOL, Gollapudi",,VIJAYWADA,ANDHRA PRADESH,NON PPN
Srikara Hospitals,"40-1-65, NH65, Opp EEnadu Office, Near Benz Circle, 
VijayawadaVijayawada",VIJAYWADA,ANDHRA PRADESH,NON PPN
Vennela Mother And Child Hospital,"Plot No 38, D. No. 40-9-100, Sai Nagar Near Banz Circle 
VIjayawadaVijayawada",VIJAYWADA,ANDHRA PRADESH,NON PPN
"Global Multispeciality Hospital (Global 
Medical Center)","27-39-1,Andhra Health Diagnostic Services Ltd., ,,Near 
Police Control Room, M. G. Road , D. No.27-39-
1,VijayawadaNIL",VIJAYWADA,ANDHRA PRADESH,NON PPN
Sunrise Hospital(Vijayawada),"D. No: 33-25-35, Bellapu, Shobanadri Road,,Opp 
.Corporation Bank,,Pushpa Hotel CentreNIL",VIJAYWADA,ANDHRA PRADESH,NON PPN
Time Hospitals Pvt Ltd,"11/150, Vijayawada Road, Opp Ashok Nagar, MG Road",VIJAYWADA,ANDHRA PRADESH,NON PPN
Bmr Hospitals,"33-25-33B/1,Main Road, Puspa Hotel Center,Surya 
RaopetKrishna District",VIJAYWADA,ANDHRA PRADESH,NON PPN
Nandan Hospital,"29-28/1-56, Kovelamudi Vari Street, Suryaraopeta,Near 
Pushpa Hotel Center,",VIJAYWADA,ANDHRA PRADESH,NON PPN
Bharathi Hospital,"14-24-1, Men'S Hostel Road,Near Zilla 
Parishad,MaharanipetaNIL",Visakhapatnam,ANDHRA PRADESH,NON PPN
Annapoorna Hospital,"47-9-32, Dwarkanagar,,3rd Lane,,Dwarakanagar",Visakhapatnam,ANDHRA PRADESH,NON PPN
Seven Hills Hospitals Ltd,"ROCK DALE LAYOUT, VISHAKHAPATNAM-520002NIL",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
"Lotus Hospitals For Women And Children #10-59-9, opposite Waltair Club, behind Gothi sons,","Siripuram, VisakhapatnamVisakhapatnam",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
Usha Prime Molti Speciality Hospital,"12-4-6/1, Pudimadaka Road, beside IOB Bank, Anakapalle, 
VisakhapatnamAnakapalle",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
Abc Hospital(Visakhapatnam),"16-1-13, Kgh To Beac Down, Opp,. Coastel 
Battery,,Maharanipeta,",Visakhapatnam,ANDHRA PRADESH,NON PPN
"Aditya Multicare 
Hospital(Visakhapatnam)","Frount Way:Opp. K G H. Op Gate ,,Aditya Medical 
Complex,Bace Way Opp. Prahaladha Kalayana 
Mandapam,Visakhapatnam",Visakhapatnam,ANDHRA PRADESH,NON PPN
Apollo Hospital (Visakhapatnam),"Waltair Main Road,111 Floor, Aci Tower ,G Block-
55,VisakhapatnamNIL",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
"Care Hospital( The Institute Of Medical 
Sciences)","A.S Raja Complex, 10-50-11/5,,Waltair Main 
Road,,Ramnagar",Visakhapatnam,ANDHRA PRADESH,NON PPN
Durga Hospital (Kancharapalem),"36-91-108, Urvasi Junction,,Kancharapalem, Nh-
5,Visakhapatnam",Visakhapatnam,ANDHRA PRADESH,NON PPN
Kims Icon Hospital(Icon Krishi Hospital),"Sheelanagar.,D No 32-11-2 Sheela Nagar Gajuwaka.,NIL",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
Kala Hospital(Visakhapatnam),"#47-1-104,Vi Lane,Dwarkanagar,Visakhapatnam",Visakhapatnam,ANDHRA PRADESH,NON PPN
"Mahatma Gandhi Cancer Hospital And 
Research Institute (Visakhpatnam)","Plot No. 1, Sector-7, M.V.P Colony 1/7 , Mvp Colony,,Plot 
No. 1, Sector-7, M.V.P Colony,Visakhapatnam",Visakhapatnam,ANDHRA PRADESH,NON PPN
"Mycure Hospitals Unit Ii (Sahrudaya 
Healthcare Pvt Ltd)","# 15-2-9 Gokhale Road,,Opp. Nbm College,NIL",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
Omni Rk Super Hospital,"Waltair Main Road,Opp Lions 
Club,,Ramnagar,Visakhapatnam,",Visakhapatnam,ANDHRA PRADESH,NON PPN
Padmaja Hospital (Visakhapatnam),"Old Gajuwaka Junction,,,Near 38 Bus Stand",Visakhapatnam,ANDHRA PRADESH,NON PPN
Padmasri Hospitals,"#49*48-16/5, Nggo'S Colony,,Nh-5, Akkayyapalem,Opp Iol 
Petrol Bunk",Visakhapatnam,ANDHRA PRADESH,NON PPN
"Queen'S Nri Hospital ( Chalasani 
Hospitals Pvt Ltd)","Gurudwara Lane,,Seethammadhara",Visakhapatnam,ANDHRA PRADESH,NON PPN
Raghavendra Hospital(Vishakhapatnam),"Balayya Sastry Layout,,T.P.T.Colony,Near Nhs Port 
Stadium,Near Port Stadium",Visakhapatnam,ANDHRA PRADESH,NON PPN
Sraddha Hospital,"14 - 37 - 45. Collectord Office,Mr.Rela,",Visakhapatnam,ANDHRA PRADESH,NON PPN
Susruta Ent Super Hospital,"A Unit Of Ske Susruta Institute Of Medical Sciences Pvt 
Ltd,,Plot No:14a ,Health City,,Chinagadili",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
Venkatarama Hospital ( Visakhapatnam),"D.No.47-7-43, Nehru Market Road,Dwarkanagar,",Visakhapatnam,ANDHRA PRADESH,NON PPN
Ramsaranya Hospitals Pvt Ltd,"14-37-4A, Krishna Nagar Maharanipeta,",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
MB Multispeciality Hospital,"15-B, Health City,Chinagadili,Near Pinnacle Hospitals",VISAKHAPATNAM,ANDHRA PRADESH,NON PPN
Apple Hospital,"D. No.-35-42-10, Nr. Railway Station Road,,Near Head Post 
Office, Tanuku, West Godavari,,Tanuku",West Godavari,ANDHRA PRADESH,NON PPN
Sowbhagya Hospital,"Rayaji Street,,Narasapur,West Godavari",West Godavari,ANDHRA PRADESH,NON PPN
"Sri Lakshmi Satyanarayana Orthopedic 
Hospital","P.S. Raju Buildings,,Rouuapeta,Tower Street",West Godavari,ANDHRA PRADESH,NON PPN
Vijaya Hospital.,"Tailor Pet Street,,Narsapur",West Godavari,ANDHRA PRADESH,NON PPN
MF Hospital And Research Centre,"Kalibari Road, Dibrugarh Town,Near Bogha Baba Majhar,",DIBRUGARH,ASSAM,NON PPN
Plexus Hospitals Pvt Ltd,"Paltan Bazaar, AMC Road,nil",DIBRUGARH,ASSAM,NON PPN
Narayana Superspeciality Hospital,"Near Tularam Bufna Civil Hospital Campus, Amingoan, 
Guwahati,,Guwahati",Guwahati,ASSAM,NON PPN
Asg Hospital Pvt Ltd (Guwahati),"Shubham Redstone, 1st Floor,,G.S.Stone, 
Downtown,Guwahati",Guwahati,ASSAM,NON PPN
Sparsh Hospital(Assam),"Santi ram Lahkar Path,Kamrup,Rangia",GUWAHATI,ASSAM,NON PPN
Paras Global Hospital,"VIP Road, Allalpatti, DarbhangaDarbhanga",DARBHANGA,BIHAR,NON PPN
Asg Hospital Pvt Ltd (Hajipur),"Nawin Plaza Near Anzanpeer Chowk,Anzanpeer,Hajipur 
(Vaishali)",Hajipur,BIHAR,NON PPN
Asg Hospital Pvt Ltd Muzaffarpur,"Hathi Chowk Holding No.457d Ward No.35,Ps:Mithanpura 
P.O:Ramna,NIL",MUZFFARPUR,BIHAR,NON PPN
"Ruban Memorial Hospital( Ratan Stone 
Clinic)","19 Patliputra Colony,,Near Patliputra Golambar,PatnaPatna",Patna,BIHAR,NON PPN
Sahyog Hospital (Patna),"40, Pataliputra Colony ,,,Patna",Patna,BIHAR,NON PPN
Paras HMRI Hospital,"NH 30, Bailey Rd, MLA Colony, Raja Bazar, Indrapuri, Patna, 
Bihar 800014Patna",PATNA,BIHAR,NON PPN
Bishnupur Multispeciality Hospital,"Bishnupur, BegusaraiBegusarai",PATNA,BIHAR,NON PPN
"Dr Bimal Hospital & Research Centre pvt 
Ltd","Adarsh Colony Saguna More Road Near Junior DAV School, 
Bailey Road",PATNA,BIHAR,NON PPN
Big Hospital,"Sheetla Mandir Road, Chhoti Pahari, Agamkuannil",PATNA,BIHAR,NON PPN
Medipark Hospital,"44,Patliputra Colony, Patna-800013Near patliputra 
Golumber",PATNA,BIHAR,NON PPN
Max Seven Hospital Pvt Ltd,"Rambagh Road, Line Bazar,Purnea",PURNEA,BIHAR,NON PPN
Dharam Hospital,"House. No. 2040,,Sec 15c, Chandigarh,chandigarh",Chandigarh,CHANDIGARH,PPN
Landmark Hospital,"SITE NO-122,SECTOR 33-C, CHANDIGARHChandigarh",CHANDIGARH,CHANDIGARH,PPN
Mukat Hospital Heart Institute,"SCO - 47-49, Sector, 34-A, ChandigarhChandigarh",CHANDIGARH,CHANDIGARH,PPN
