Hospital Name,Address,CITY,STATE,PPN / NON PPN
Rexortho Hospital,"43 R.R. LAYOURT, BEHIN SHANMUGA THEATRE, 
POOMARKET, METTUPALAYAM ROAD, 
COIMBATORECoimbatore",COIMBATORE,TAMILNADU,PPN
Ashwin Hospital (Coimbatore),"1, Alamu Nagar Road,,,Coimbatore",Coimbatore,TAMILNADU,PPN
Brj Ortho Centre And Mak Hospital,"2-1 Raju Nagar Fertilizer Company Stop,,Mettupalayam 
Road,,Coimbatore",Coimbatore,TAMILNADU,PPN
Deepam Hospital ( Ramanathapuram ),"No.687 Trichy Road,Opp. To Alvernia Convert 
Ramanathapuram Covai,",Coimbatore,TAMILNADU,PPN
"Gem Hospital And Research Centre(P)Ltd No 45-A, Pankaja Mill Road, Ra,Manathapuram,","Coimbatore,NIL",COIMBATORE,TAMILNADU,PPN
Global Ortho And Trauma Hospital,"59,Kalingarayan Street,,Behind City Tower Hotel, Ram 
Nager,,Coimbatore",Coimbatore,TAMILNADU,PPN
Kongunad Hospitals Pvt Ltd,"116-117,11 Th Street, Tatabad.,Coimbatore,opp. power 
house",COIMBATORE,TAMILNADU,PPN
Kovai Medical Center And Hospital Ltd,"Post Box.No.3209,Avanashi Road,CoimbatoreNIL",COIMBATORE,TAMILNADU,NON PPN
Kps Hospitals Pvt Ltd,"No; 208, Annur Main Road,Mettupalayam,,MettupalayamNIL",COIMBATORE,TAMILNADU,PPN
PSG Hospitals,"Avinashi Road,Peelamedu,,Near Fun Mall,,NIL",COIMBATORE,TAMILNADU,NON PPN
Ranga Hospital Coimbatore,"1638, Thadagam Main Road,,Near Avila Convent 
School,,VelandipalayamNIL",COIMBATORE,TAMILNADU,NON PPN
Rasi Hospital,"558, D.B.Road,,R.S.Puram,,R.S.Puram,",Coimbatore,TAMILNADU,PPN
Richmond Hospital,"1287,Trichy Road, Opp.Icici Bank",COIMBATORE,TAMILNADU,PPN
Saraswathi Hospital,"152 - A, Trichy Road,,,ChithamanipudurNIL",COIMBATORE,TAMILNADU,PPN
Sheela Hospital,"117, East Power House Road, Tatabad,Gandhipuram,",COIMBATORE,TAMILNADU,NON PPN
Spt Hospital Pvt Ltd,"No; 50, Vivekananda Road,Ramnagar,Coimbatore,Near 
Ayyappa pooja sangam",COIMBATORE,TAMILNADU,PPN
Sri Balaji Hospital Coimbatore,"314, Pollachi Mail Road,,Sundarapuram (Po),Coimbatore",Coimbatore,TAMILNADU,PPN
Sri Lakshmi Medical Centre And Hospital,"18/121,,Metupalayam Road,,Behind Indian Bank",Coimbatore,TAMILNADU,PPN
Sri Ramakrishna Hospital (Coimbatore),"395, Sarojini Naidu Road,Sidhapudur,,SidhapudurNIL",COIMBATORE,TAMILNADU,PPN
Vega Ent Hospital,"50 Guru Govind Singh Road,Off Cowely Brown,,",Coimbatore,TAMILNADU,PPN
Dr Muthus Hospital,"331/1, Opp. Jai Shanthi Theatre, Ondipudhur, Coimbatore, 
Tamil Nadu 641016Coimbatore",COIMBATORE,TAMILNADU,NON PPN
Royal Care Superspeciality Hospital,"SF NO. 554 & 555 NEELAMBUR VILLAGE, SULUR 
TALUK,Coimbatore",COIMBATORE,TAMILNADU,PPN
KG Hospital,"No.5, Govt Arts College Road,Near KG Cinema",COIMBATORE,TAMILNADU,PPN
Dr Ezhil Ent Hospital,"NO:14, TRICHY ROAD, SINGANALLURnil",COIMBATORE,TAMILNADU,PPN
RS Hospital,"224/6 , EAST SAMBANDAM ROAD, R.S. PURAM,nil",COIMBATORE,TAMILNADU,PPN
DJ Hospital,"604, K-1, Ooty Main Road, Jothipuram,Opp. To Srilakshmi 
Fruit Seall",COIMBATORE,TAMILNADU,NON PPN
Kannan Hospital,"17, Bashyam Street, Manjakuppam, NIL",CUDDALORE,TAMILNADU,NON PPN
C. K. Hospital,"27, Balasubbarayalu Street,,,Erode",Erode,TAMILNADU,PPN
Dr Nsk Hospital,"# 5, Muthu Karuppanna Street,,Gandhi Nagar,,",Erode,TAMILNADU,PPN
Senthil Multi Speciality Hospital,"547 Perundurai Road,,",Erode,TAMILNADU,PPN
Bewell Hospitals(Erode),"NO 5 & 7 , GANDHIJI ROAD,nil",ERODE,TAMILNADU,NON PPN
Santhi Hospital,"2/343, Behind SBI, Lal Stop Sipcot, Hosurhousur",HOSUR,TAMILNADU,NON PPN
Arogya Seva Hospitals Pvt.Ltd,"No. 35, Shanti Nagar,Opp. Csi Church,Krishnagiri",Hosur,TAMILNADU,NON PPN
RMD Specialities Hospital,"162, Kundrathur-Sriperambudur Road, Pavvathi Nagar, 
Amarambedu,Sriperambudur",KANCHIPURAM,TAMILNADU,NON PPN
Vijayakumar Hospital,"Swamiyarmadam,,KattathuraiKattatthurai",KANYAKUMARI,TAMILNADU,NON PPN
Apollo Reach Hospital,"Madurai Main Road,Managiri,KaraikudiNear CPS School",KARAIKUDI,TAMILNADU,NON PPN
Dr GC Hospital,"No-31, North Pradakshanam Road KarurKarur",KARUR,TAMILNADU,NON PPN
Apollo Loga Hospital Karur,"163 A- E, Allwyn Nagar, 30, LGB Nagar, Vaiyapuri Nagar, 
Ramanujam Nagar,",KARUR,TAMILNADU,NON PPN
Vadamalayan Hospital Pvt Ltd,"15, Jawahar Road, Chokkikulam,",MADURAI,TAMILNADU,NON PPN
Apollo Speciality Hospitals Madurai,"20 Lake View Road,K K Nagar,Madurai",MADURAI,TAMILNADU,NON PPN
Shenbagam Hospitals (P) Ltd,"15-16,NORTH CROSS 3RD STREET, ANNA NAGARNIL",MADURAI,TAMILNADU,NON PPN
Apollo First Med Hospital,"No-484,,B West First Street,,K K Nagar",MADURAI,TAMILNADU,NON PPN
Bgm Hospital,"249, New Natham Road,,Ayyer Bungalow Bus Stop,,NIL",MADURAI,TAMILNADU,NON PPN
Devadoss Multispeciality Hospital,"75/1, Alagarkovil Main Road,,,Surveyor Colony,NIL",MADURAI,TAMILNADU,NON PPN
Hannah Joseph Hospital Pvt Ltd,"No. 134,,Lake View Road, Near Nagappa 
Motors,,K.K.NagarNIL",MADURAI,TAMILNADU,NON PPN
Jayam Hospital,"No. 3, Abdul Gafarkhan Street,,Chinna Chokkikulam,",Madurai,TAMILNADU,NON PPN
"Meenakshi Mission Hospital And 
Research Centre","Lake Area , Melur Road, Madurai",MADURAI,TAMILNADU,NON PPN
R.R. Hospital (Madurai),"345 Mig, 80 Feet Road,,Anna Nagar,,Sugun Store Stop",Madurai,TAMILNADU,NON PPN
Skg Hospital (Madurai),"No - 19/01, Chinnamani Street,,Pudhu Nagar, 
Thirumangalam,NIL",MADURAI,TAMILNADU,NON PPN
Ashwini Hospital,"4/17-2, Iyer Bungalow Road,Moondrumavadi,K.pudur",MADURAI,TAMILNADU,NON PPN
Rajan Hospital,"155-C, East Veli Street,Near Syndicate Bank",MADURAI,TAMILNADU,NON PPN
Priya Hospital,"555, Madurai Road, Thirumangalam,Opp. To Bus Stand",MADURAI,TAMILNADU,NON PPN
PPK Hospital,"Main Road,Opp. to C.S.I. Chruch, marthandamKanyakumari 
Dist.",MARTHANDAM,TAMILNADU,NON PPN
Holy Cross Hospital,"Christu Nagar,Vettoornimadam,Near Vadasery Bus 
StandKanyakumari Dist.",NAGERCOIL,TAMILNADU,NON PPN
Nirmala Hospital,"Chinthan Vilai road, Karungal,District 
KanyakumariKanyakumari",NAGERCOIL,TAMILNADU,NON PPN
Be Well Hospitals(Nagercoil),"Old #-23/1-7, New #-46/1 & 46/1A K.P.Road, jawahar 
street/Ramavarmapuram,nil",NAGERCOIL,TAMILNADU,PPN
Bethesda Hospital,"34H & 35, Distillery Road, Dist.Kanyakumari,Opp to SBI",NAGERCOIL,TAMILNADU,NON PPN
Saravana Hospital (Namakkal),"No-89, Trichy Road, Ganeshpuram, Near State Bank Of 
India",NAMAKKAL,TAMILNADU,PPN
Deepthi Hospital,"31-A,Mohanur Road,Near Telephone Exchange",NAMAKKAL,TAMILNADU,NON PPN
Sri Karunyaa Hospital,"Sulthanpet, Velur,nil",NAMAKKAL,TAMILNADU,NON PPN
SM Hospital(BS Surgicare),"29/108, Coonoor Rd, Bombay Castel,Udhagamandalam,",OOTY,TAMILNADU,PPN
Alva Hospital Pvt Ltd,"74/A-2, Meenkarai Road,,Ambarampalayam,PollachiNIL",POLLACHI,TAMILNADU,PPN
Arathana Hospital,"120-C, Coimbatore Road, Opp. To N.M. Petrol Bunk, 
Coimbatore To Pollachi Main",POLLACHI,TAMILNADU,PPN
Arun Hospital Pollachi,"#49/88, New Scheme Road, Mahalingapuram",POLLACHI,TAMILNADU,PPN
Bewell Hospitals(Pudukottai),"#5371/5, Alangudi Road, (Near Reliance Petrol Bunk), 
Pudukkotai,nil",PUDUKKOTTAI,TAMILNADU,NON PPN
Kamala Hospital,"256,SREE KRISHNA COMPLEX,2ND AGRAHARAM,SALEM-
636001AGRAHARAM",SALEM,TAMILNADU,PPN
Sri Sanjeevi Hospital,"Durgam Road, KallakurichiKallakurichi",SALEM,TAMILNADU,NON PPN
Aishwaryam Speciality Hospital,"114/1, Banglore By-Pass Road, Near Avr Rounfdtana",SALEM,TAMILNADU,PPN
Dharan Hospital,"No.14, Seelanaickanpatty Bye Pass, No-14, 
,Seelanaickanpatty By-Pass,No.14, Seelanaickanpatty Bye 
Pass,,Nr Sk CardsNIL",SALEM,TAMILNADU,PPN
Sks Hospital India Pvt Ltd,"Alagapuram,,SalemNIL",SALEM,TAMILNADU,PPN
"S Palaniandi Mudaliar Memorial Hospital 
SPMM Hospital","#29, Cuddalore Main Road Ammapet",SALEM,TAMILNADU,PPN
Sri Gokulam Hospital,"No-262,Awai Shanmugam Salai,Gopalapuram, Chennai.,NIL",SALEM,TAMILNADU,NON PPN
Sri Gokulam Hospital Pvt Ltd,"3/60, Meyyanur Road,,Salem",SALEM,TAMILNADU,NON PPN
"Thiru Neuro Multispeciality Hospital 
Pvt.Ltd","#46,,2nd, Agraharam,Salem,",Salem,TAMILNADU,PPN
NITHISH GE & Multi Speciality Hospital,"163-167, Arisipalayam Main Rd, Parvathipuram, Four Roads, 
Arisipalayam, Salem, Tamil Nadu 636009Salem",SALEM,TAMILNADU,NON PPN
A C Hospital,"104, 2nd Agraharam,Pattai Kovilnil",SALEM,TAMILNADU,NON PPN
Sundaram Multispeciality Hospital,"Sadagopan Street, Near Gandhi Statue, Attur,nil",SALEM,TAMILNADU,PPN
London Ortho Speciality Hospital,"Anna Park, Omalur Main, Roadnil",SALEM,TAMILNADU,PPN
Be Well Hospitals(Sivakasi),"#374A, Jawaharlal Nehru Road, Parasakthi Colony,nil",SIVAKASI,TAMILNADU,NON PPN
Meenakshi Hospital,"244/2, Trichy Main Road, Near,New Bus Stand, Tanjore,",THANJAVUR,TAMILNADU,NON PPN
"KG Multispecialty Hospital and Research 
centre","No-3048, 3049, 2nd street VOC Nagar ThanjavurThanjavur",THANJAVUR,TAMILNADU,NON PPN
Rohan Sekar Hospital,"No-28C- W-22, Ranger Office Road, Mani Nagaram, 
Cumbum, Tamil Nadu 625516Cumbum",THENI,TAMILNADU,NON PPN
Muthu Hospital,"43E5, Pandidurai, 2nd Street,Kulavanigarpuram,nil",TIRUNELVELI,TAMILNADU,NON PPN
Ars Hospitals,"6/53, 6th Street,Thennampalayam Extension Palladam 
Road,Dist. Coimbatore",TIRUPPUR,TAMILNADU,PPN
Deepa Hospitals,"#55, Stanes 2nd Street, Odakadu Road, Avinashi Road,nil",TIRUPPUR,TAMILNADU,PPN
Sri Kumaran Hospital,"774, P.N. Road, nil",TIRUPPUR,TAMILNADU,PPN
Sri Vasavi Hospital,"No.158, Kamatchi Amman, Koil Streetnil",TIRUVANNAMALAI,TAMILNADU,NON PPN
Maruti Hospital,"95, Pattabiraman Pillai Street, Thennur",TRICHY,TAMILNADU,NON PPN
Tiruchy Medical Center & Hospitals,"No.B-17, 11-B Cross,Thillainagar, Tiruchirappalli, Tamil 
Nadu 620018Trichy",TRICHY,TAMILNADU,NON PPN
Wellcare Hospital & Research Institute,"9th cross, Thillai Nagar Main Rd, Thillai Nagar, 
Tiruchirappalli, Tamil Nadu 620018Trichy",TRICHY,TAMILNADU,NON PPN
Star Kims Hospital,"D6,6Th Cross,West Extension,Thillai Nagar,Tiruchirappalli",TRICHY,TAMILNADU,NON PPN
Rajesh Tilak Hospital,"107j/79/53/1,2,3 P.C.Road West,Millerpuram,(Near 
Roopavathi Palace,Behind St,Marys School),NIL",TUTICORIN,TAMILNADU,NON PPN
Sri Hospitals,"57, Ettayapuram Road, Kovilpatti,Head Post 
Office,Kovilapatti",Tuticorin,TAMILNADU,NON PPN
Be Well Hospitals(Tuticorin),"#26, Tiruchendur Road , Tuticorin,nil",TUTICORIN,TAMILNADU,NON PPN
"Sri Narayani Hospital And Research 
Centre","SRIPURAM NEAR GOLDEN 
TEMPLE,THIRUMALAIKODI,VELLORENIL",VELLORE,TAMILNADU,NON PPN
Woodlands Hospital(Hyderabad),"3-4-852,Barkatpura,,HyderabadBarkatpura",HYDERABAD,TELANGANA,PPN
Medwin Hospitals,"100, Raghava Ratna Towers,,Chirag Ali Lane,,NampallyNIL",Hyderabad,TELANGANA,PPN
Aditya Hospitals,"# 4-1-16, Adjacent Endowments,,Tilak Road,,Abids,NIL",HYDERABAD,TELANGANA,PPN
"Sathya Kidney Centre And Super 
Speciality Hospitals","3-6-426,STREET NO-4HIMAYATNAGARHyderabad",HYDERABAD,TELANGANA,PPN
Pranaam Hospital Pvt Ltd,"1-58/6/40 &41, NEAR SUJANA SUPER MARKET, 
MADINAGUDA, MIYAPUR,Ist Floor, Megha Hills Complex,",HYDERABAD,TELANGANA,PPN
Aware Gleneagles Global Hospitals,"08/16/01,Sowbhagya Nage,Sagar 
Rd,Lingojiguda,SaroornagarHyderabad",HYDERABAD,TELANGANA,PPN
Anupama Hospital (Hyderabad),"16-31/494&495,6TH PHASE KPHB 
COLONY,KUKATPALLY,HYDERABAD-500072Hyderabad",HYDERABAD,TELANGANA,NON PPN
"Apollo Hospitals Enterprises Ltd 
Hyderguda","Near Old M.L.A Quarters, Hyderguda",HYDERABAD,TELANGANA,PPN
Raghava Hospital,"8-3-214/18,Srinivasa Colony (West),AmeerpetAmerpat",Hyderabad,TELANGANA,NON PPN
Care Hospital Banjara Hills,"6-3-248/2, ROAD NO-1, Banjara Hills,",HYDERABAD,TELANGANA,PPN
"Malla Reddy Narayana Multispeciality 
Hospital","1-1-216, SURARAM X ROADS, JEEDIMETIA, NIL",HYDERABAD,TELANGANA,PPN
Sai Venkateshwara Hospital,"10-1-80/1/2, Near Karmanghat ,,'X' Road,,Sagar Main 
Road,Hyderabad",Hyderabad,TELANGANA,PPN
Ankura Hospital(Kukatpally),"#15-31-0A-55&56,JINTU-HITECH CITY RAILWAY 
STATION,KPHB 7TH PHASE,NIL",HYDERABAD,TELANGANA,PPN
Dharani Hospital (Hyderabad),"13-6-460/16/1 Beside Gudimaalkapur Veg. Market, 
Mehdipatnam, Hyderabad-500028Hyderabad",HYDERABAD,TELANGANA,NON PPN
Adr Hospital,"H.No. 24-112/1,,Anand Bagh,,Malkajgirimalkajgiri",HYDERABAD,TELANGANA,PPN
Xenia Hospitals,"Plot No. 43, Ec Etension,,Ecil 'X' Road,Near More Super 
MarketHyderabad",Hyderabad,TELANGANA,PPN
LivLife Hospital Pvt Ltd,"Plot No-729, Jubilee Hills Road No. 36, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Omega Hospitals,"#8-2-293/82/L/276a,,Mla Colony Road No 12, Banjara Hills",HYDERABAD,TELANGANA,PPN
Kakatiya Hospitals,"#12-52, P&T Coloney, Road No- 2, Medipally-Vill, RR Distt, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Matrix Hospital,"Plot No. 4, 5,14 & 15, Pragati Nagar, Ramanthapur, Opp. 
Ramanthapur Lake, Hyderabad, Telangana 500013Pragati 
nagar",HYDERABAD,TELANGANA,PPN
Hope Children'S Hospital,"#5-9-24/81,,Laqke Hills Road,,BasheerbaghHyderabad",HYDERABAD,TELANGANA,PPN
Matrika Dr. Kalpana's Hospital,"H.No:6-3-1100/2, T. Nagar, Rajbhavan Road, 
Somjiguda,Hyderabad",HYDERABAD,TELANGANA,PPN
The Deccan Hospital,"6-3-903/A&B, Somajisuude HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Star Hospitals,"8-2-594/B, Road No:10, Banjara Hills, HyderabadBanjara 
Hills",HYDERABAD,TELANGANA,PPN
Spark Hospital,"PLot No-2&3, Beside Axis Bank, Peerzadigudi, Near 
UppalHyderabad",HYDERABAD,TELANGANA,PPN
"NEO BBC new Born And Childrens 
Hospital","SK Mall, Above BATA, Opp. Andhra Mahila Sabha, 
Vidyanagar, OU. Road, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Omni Hospital,"11-9-46, Opp. Private Market, X Roads, Dilkhushnagar, 
Kottapet,",HYDERABAD,TELANGANA,PPN
Pace Hospitals,"1-11-254/11/A/3/1,2,3, Motilal Nehru Nagar, SP Road, 
Begumpet, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Aster Prime Hospitals,"Plot No : 2 & 4, Behind Mythrivanam Building , Opp. 
Passport Office, Ameerpet, HyderabadAmeerpet",HYDERABAD,TELANGANA,PPN
Ravi Hospital (Hyderabad),"Lig-564/565,,Road No 3, Behind Rs Brotheri,,Kph 
ColonyHyderabad",Hyderabad,TELANGANA,PPN
Krishna Multi Speciality Hospital,"# 1-48/4, Adj. to Rajya Laxmi Theatre, Uppal 'X' Roads, 
Uppal, HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
GBR Hospital,"1-73/1, Beside Fruit Market, Chaitanya Puri, Prabbath 
Nagar, Dilsukh NagarHyderabad",HYDERABAD,TELANGANA,PPN
Eashwar Lakshmi Hospital,"Plot No. 9, Gandhi Nagar, HyderabadGandhi Nagar",HYDERABAD,TELANGANA,PPN
Ravi Helios Hospital,"# 175, RK. Matt Road, Indira Park, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Ramdev Rao Memorial General Hospital,"Opp. V. V Nagar Colony Junction, KukatpallyKukutpally",HYDERABAD,TELANGANA,PPN
Nova ENT Hospital,"6-3-652, First Floor, Kavtilya Block, Srramanjil, Sonajiguda, 
Hyderabad Hyderabad",HYDERABAD,TELANGANA,PPN
Indo Us Superspeciality Hospital,"7-1-57/B7C, Shyam Karan Road, Anand Bagh, Ameerpet",HYDERABAD,TELANGANA,PPN
Kamineni Hospitals Pvt. Ltd,"Survey No 68, Mawsoorabah, LB Nagar, Ranga 
ReddyHyderabad",HYDERABAD,TELANGANA,PPN
Ikon Hospital,"16-11-741/C/1/15, Near Vijaya Diagnostic Centre, Dilsukh 
Nagar Dilsukh Nagar",HYDERABAD,TELANGANA,PPN
Yashoda Super Sprciality Hospital,"Rajbhawan Road, Somajiguda, HyderabadSomajiguda",HYDERABAD,TELANGANA,PPN
"Vijaya Marie Hospital & Education 
Society","10-1-673/1, Chinthal Basthi, KhairthabadHyderabad",HYDERABAD,TELANGANA,PPN
SVK Hospital,"Plot No. 78, Shapur Nagar, Jeedimetla, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Sai Sanjeevini Hospitals,"H. No. 11-8-99-44/A(8), Narasimha Pori Colony, Kothapet, 
HyderabadKothapet",HYDERABAD,TELANGANA,PPN
"Dr Raos ENT Super Speciality 
International Hospital","Plot No. 29, Road No. 04, Behind Temple Busstop, KPHB 
Colony, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
"Apollo Hospitals Enterprises Ltd(Jubilee 
Hills)","Emergency Number Is 1066,Jubilee HillsHyderabad",HYDERABAD,TELANGANA,PPN
Sreshta Orange Hospitals,"3-8-264/1,02 264/2 Sy No 58.58/A,,Chandrapuri 
Colony,,Opp:Vijaya Laxmi TheaterHyderabad",HYDERABAD,TELANGANA,PPN
Leela Hospital,Plot No- 112C And 112DHyderabad,HYDERABAD,TELANGANA,PPN
Citizens Hospital,"1-100/1/CCH, Nallagandla Serilingamapally,Near Aparna 
Sarovar,Hyderabad",HYDERABAD,TELANGANA,PPN
"Remedy Super Speciality 
Hospital(Kukatpally )","Road No-4, KPHB. Colony, kukatpallyHyderabad",HYDERABAD,TELANGANA,PPN
Femina Motherhood Hospital,"Road No-12, Banjara HillsHyderabad",HYDERABAD,TELANGANA,PPN
Sankhya Hospitals,"C-15, Road No:1, KPHB Colony, KukatpallyHyderabad",HYDERABAD,TELANGANA,PPN
"Sai Siva Childrens Hospital And Poly 
Clinic","D. No-111, Opp Venkateshwara Temple, Chandanagar, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
RR Hospital,"Plot No. 5C, Ganga Enclave Opp, Byrraju Foundation, Pet 
basheerabad, RR. Dist, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Srikara Hospitals,"222&223, Mythri Nagar, Phase II, Madinaguda, 
MiyapurHyderabad",HYDERABAD,TELANGANA,PPN
Virinchi Hospitals Hyderabad,"6-3-2,6-3-3,6-3-3/1, Road No. 1&12 Junction,,Banjara 
Hills,Hyderabad",HYDERABAD,TELANGANA,PPN
Konark Multispeciality Hospitals,"Plot No. 13&14, Pipeline Road, Behind Deevan Dhaba, 
Petbasheerabad, nil",HYDERABAD,TELANGANA,PPN
Majestic Hospital,"9-2-504 & 504 B, Langar House, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
"Sunrise Super Speciality Children's 
Hospital","3-4-489, SS Nilayam, Opp Reddy Collage, Bakatpura, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Pragna Hospitals,"6-3-347/22/B/1, Saibaba Temple Road, Dwarakapuri, 
Punjagutta, Hyderabad, Telangana 500082Hyderabad",HYDERABAD,TELANGANA,PPN
Seha Hospital,"# 1-9-49 / B / 1,Lakdikapul,,Lakdikapul,Hyderabad",Hyderabad,TELANGANA,PPN
"Sunrise Super Speciality Children'S 
Hospital","3-5-1105, Opp.Ipm Blood Bank,,Besaide Bata Show 
Room,,NarayanagudaHyderabad",HYDERABAD,TELANGANA,PPN
Trident Hospitals,"Madhura Nagar, NH-7, MAin Road, 
ShamshabadShamshabad",HYDERABAD,TELANGANA,PPN
Little Stars Children'S Hospital,"No.30, Nagarjuna Hills, Panjagutta, Hyderabad - 500082 , 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
New Life Line Multi Speciality Hospital,"1-1-2/1, Sai Priya Colony, Near Old Muncipal Office, Kapra, 
Ecil- PostHyderabad",HYDERABAD,TELANGANA,PPN
"Lk Hospital Pvt Ltd Diagnostics And Poly 
Clinic","# 4- 159, 4-172, Maruthi Nagar, Geetha Nagar, Malkajgiri, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Dr Laxmans Children Hospital,"Main Road Shapur Nagar, Jeenimetla, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
