Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code
Khetarpal Hospital,NEW DELHI,DELHI,4.6,799,"M43J+22 New Delhi, Delhi"
Rockland Hospital,NEW DELHI,DELHI,4.1,1397,"G5PJ+XC New Delhi, Delhi"
Jeevan Jyoti Hospital(New Delhi),NEW DELHI,DELHI,4.5,71,"G6VX+V4 New Delhi, Delhi"
Aarogya Hospital,NEW DELHI,DELHI,4.6,888,"J7RP+GG New Delhi, Delhi"
Bansal Hospital,NEW DELHI,DELHI,3.7,261,"H78C+28 New Delhi, Delhi"
Dashmesh Hospital,NEW DELHI,DELHI,3.2,121,"J3JX+5G New Delhi, Delhi"
Central Hospital (Delhi),NEW DELHI,DELHI,3.3,158,"J3PR+J4 New Delhi, Delhi"
"Batra Hospital And Medical Research 
Centre",NEW DELHI,DELHI,3.7,1390,"G67W+F7 New Delhi, Delhi"
Sodhi Nursing Home And Ent Hospital,NEW DELHI,DELHI,3.8,76,"M3CQ+H2 New Delhi, Delhi"
Dr Sushma Jindal Hospital Delhi,NEW DELHI,DELHI,4.2,68,"M8H7+JW New Delhi, Delhi"
Nazar Kanwar Surana Hospital,NEW DELHI,DELHI,2.6,7,M5CV+M9 Delhi
Bensups Hospital (New Delhi),New Delhi,DELHI,,,
Jeewan Hospital And Nursing Home,NEW DELHI,DELHI,3.7,35,"H7H5+8Q New Delhi, Delhi"
Jeewan Mala Hospital Pvt Ltd,NEW DELHI,DELHI,4.6,1579,"M55V+5P New Delhi, Delhi"
Primus Super Speciality Hospital,NEW DELHI,DELHI,3.5,1382,"H5VJ+5F New Delhi, Delhi"
Metro Hospitals And Cancer Institute,NEW DELHI,DELHI,4.5,2080,"J7QV+CW New Delhi, Delhi"
"Lion Kidney Hospital And Urology 
Research Institute",New Delhi,DELHI,4.2,78,"H7CF+FP New Delhi, Delhi"
Max Super Speciality Hospital West Block,NEW DELHI,DELHI,4.3,1773,"G6H7+5X New Delhi, Delhi"
"Mata Roop Rani Maggo And Mahindru 
Hospital",NEW DELHI,DELHI,4.4,3252,"J3C2+F4 New Delhi, Delhi"
"Cygnus Sonia Hospital (A Unit Of Altius 
Healthcare Pvt Ltd)",NEW DELHI,DELHI,4.2,619,M3M2+5V Delhi
Durga Hospital Pvt Ltd,NEW DELHI,DELHI,2.5,37,P667+JX Delhi
Lotus Hospital (Harinagar),NEW DELHI,DELHI,3.9,114,"J4G6+M8 New Delhi, Delhi"
Divya Prastha Hospital,NEW DELHI,DELHI,4.2,1937,"H3PQ+F2 New Delhi, Delhi"
Dr BL Kapur Memorial Hospital,NEW DELHI,DELHI,3.5,154,
Khanna Hospital,NEW DELHI,DELHI,3.8,139,"J38M+4F New Delhi, Delhi"
Genesis Hospital Pvt Ltd,NEW DELHI,DELHI,3.6,330,"J3CJ+8F New Delhi, Delhi"
Aashlok Fortis Hospital,NEW DELHI,DELHI,4.2,384,"H58X+JH New Delhi, Delhi"
Bhagat Chandra Hospital,NEW DELHI,DELHI,3.2,846,"H3VJ+9H New Delhi, Delhi"
Vinayak Hospital Delhi,NEW DELHI,DELHI,4.1,594,"M5XP+CR New Delhi, Delhi"
Eden Hospital Pvt Ltd,NEW DELHI,DELHI,3.3,106,"H754+PF New Delhi, Delhi"
"Metro Hospital And Heart Institute (New 
Delhi)",NEW DELHI,DELHI,3,4,"H67V+WG New Delhi, Delhi"
"Hemraj Jain Hospital And Maternity 
Home.",NEW DELHI,DELHI,4.6,347,"J39J+RR New Delhi, Delhi"
Adiva Hospitals,NEW DELHI,DELHI,5,1,"M47H+39 New Delhi, Delhi"
Satya Bhama Hospital,NEW DELHI,DELHI,4.7,3719,"M3G7+Q9 New Delhi, Delhi"
Janki Hospital,New Delhi,DELHI,3.4,109,"JX4P+8Q Gurugram, Haryana"
"Max Smart Super Speiality Hospital 
(Mandir Marg)",NEW DELHI,DELHI,4.3,1773,"G6H7+5X New Delhi, Delhi"
Balaji Hospital,New Delhi,DELHI,4.2,3912,"M4F6+G4 New Delhi, Delhi"
Shubham Hospital,NEW DELHI,DELHI,3.8,236,"G7V5+9F New Delhi, Delhi"
Tarak Hospital,NEW DELHI,DELHI,4.4,3643,J29J+M3 Delhi
Gandhi Hospital,NEW DELHI,DELHI,4,1022,J393+XC Delhi
Kalra Hospital SRCNC Pvt Ltd,NEW DELHI,DELHI,4.3,2153,"M44Q+3C New Delhi, Delhi"
St Stephen Hospital,NEW DELHI,DELHI,3.1,998,"M687+PR New Delhi, Delhi"
Holy Family Hospital,NEW DELHI,DELHI,3.6,1317,"H76G+P2 New Delhi, Delhi"
"Jeewan Hospital And Nursing Home Pvt 
Ltd (Jeewan Nagar)",NEW DELHI,DELHI,4,849,"H7H5+8P New Delhi, Delhi"
Bhagat Hospital,NEW DELHI,DELHI,3.5,327,"J454+CC New Delhi, Delhi"
Sunrise Hospital,NEW DELHI,DELHI,4.1,284,"H7G8+R9 New Delhi, Delhi"
"RG Stone Urology And Laproscopy 
Hospital Preet Vihar",NEW DELHI,DELHI,4.7,1631,"J7WW+8Q New Delhi, Delhi"
"Swasthik Hospital (A Unit Of Sushom 
Health Care Pvt.Ltd)",NEW DELHI,DELHI,4,132,"JX8M+M7 New Delhi, Delhi"
Maharaja Agrasen Hospital Dwarka,NEW DELHI,DELHI,4.5,2173,
Rockland Hospitals Ltd,NEW DELHI,DELHI,4.5,71,"G6VX+V4 New Delhi, Delhi"
Pentamed Hospital,NEW DELHI,DELHI,3.4,212,M5XR+PQ Delhi
Mahindru Hospital,NEW DELHI,DELHI,3.5,423,J2CX+7W Delhi
Life Line Hospital Dwarka,NEW DELHI,DELHI,3.2,90,"H2VV+M3 New Delhi, Delhi"
Shishu Sadan Multispeciality Hospital,NEW DELHI,DELHI,3.4,156,"J3GF+V2 New Delhi, Delhi"
Pushpanjali Hospital And Trauma Centre,New Delhi,DELHI,4.4,250,M3JP+33 Delhi
"Apollo Spectra Hospitals (Apollo 
Speciality Hospitals Private Ltd) (Karolba",NEW DELHI,DELHI,4.8,6776,"J5WW+36 New Delhi, Delhi"
Rathi Hospital,NEW DELHI,DELHI,4.6,2924,"M22J+HH New Delhi, Delhi"
Amar Leela Hospital Pvt. Ltd.,NEW DELHI,DELHI,4,323,"J3MQ+CF New Delhi, Delhi"
Ardent Ganpati Hospital,New Delhi,DELHI,3.3,39,
Cygnus MLS Super Speciality Hospital,NEW DELHI,DELHI,3.4,5,P43C+6G Delhi
Apollo Spectra Hospitals,NEW DELHI,DELHI,4.8,6776,"J5WW+36 New Delhi, Delhi"
Delhi Hospital & Temple Nursing Home,NEW DELHI,DELHI,3.4,19,"J6RW+C2 New Delhi, Delhi"
"AS Kidney Hospital & Stone Centre Pvt. 
Ltd",New Delhi,DELHI,4,171,"J34J+FH New Delhi, Delhi"
"Apollo Cradle - For Women & Children (A 
Unit Of Apollo Speciality Hospitals Pvt 
Ltd)",NEW DELHI,DELHI,4.8,4010,"G6VX+V4 New Delhi, Delhi"
Tomar Multispeciality Hospital,New Delhi,DELHI,3.5,153,"P325+8P New Delhi, Delhi"
Irene Hospital,New Delhi,DELHI,4.1,358,"G7V5+V7 New Delhi, Delhi"
Mahajan Hospital,New Delhi,DELHI,4.6,314,"J3F7+HQ New Delhi, Delhi"
Vikas Hospital,NEW DELHI,DELHI,4.8,1005,"G59F+QR New Delhi, Delhi"
Dr Reena Janana & Surgical Hospital,New Delhi,DELHI,3.6,54,
Suman Super Speciality Hospital,NEW DELHI,DELHI,2.7,70,"J36G+VF New Delhi, Delhi"
Swasthik Hospital,NEW DELHI,DELHI,3.1,82,"J3QW+X7 New Delhi, Delhi"
Konarc Multispeciality Hospital,NEW DELHI,DELHI,3.1,57,M3G7+XH Delhi
Nestiva Hospital,New Delhi,DELHI,3.4,224,"H54F+9R New Delhi, Delhi"
Ishan Hospital,NEW DELHI,DELHI,4.5,285,"P4MQ+CV Rohini, Delhi"
Galaxy Hospital,New Delhi,DELHI,4.2,45,"M73V+5X New Delhi, Delhi"
Park Hospital,NEW DELHI,DELHI,4.8,6220,"M32V+P7 New Delhi, Delhi"
Apollo Spectra Hospitals Nehru Enclave,NEW DELHI,DELHI,4.8,5353,"G6WX+76 New Delhi, Delhi"
Fortis Hospital Shalimar Bagh,NEW DELHI,DELHI,4.6,7921,P559+RX Delhi
"Max Super Speciality Hospital (Shalimar 
Bagh)",NEW DELHI,DELHI,4.3,5843,"P5H3+55 New Delhi, Delhi"
"SCI International Hospital (Isis Hospital 
Pvt Ltd)",NEW DELHI,DELHI,4.9,2061,"G6XM+XM New Delhi, Delhi"
Surya Kiran Hospital Pvt Ltd,NEW DELHI,DELHI,3.4,84,"JX7R+GV New Delhi, Delhi"
Universal Hospital,NEW DELHI,DELHI,4.1,501,"F8P5+QW New Delhi, Delhi"
"Aakash Healthcare Super Speciality 
Hospital",NEW DELHI,DELHI,4.7,21848,"J343+39 Dwarka, Delhi"
Rosewood Hospital,NEW DELHI,DELHI,3.3,110,"JX6R+2W Najafgarh, Delhi"
Sinha Hospital,NEW DELHI,DELHI,3.6,34,"JX6V+X7 Najafgarh, Delhi"
Action Cancer Hospital,NEW DELHI,DELHI,4.5,1696,"M4F6+R3 New Delhi, Delhi"
Ayushman Hospital,NEW DELHI,DELHI,4,2376,"H3Q5+5R New Delhi, Delhi"
Sir Ganga Ram City Hospital,NEW DELHI,DELHI,4.6,1184,"J5VR+JG New Delhi, Delhi"
I Create Hospital,NEW DELHI,DELHI,4.8,211,J3CJ+C9 Delhi
Diyos Mens Hospital,NEW DELHI,DELHI,4.5,293,"H58V+9R New Delhi, Delhi"
"R G Stone Urology And Laparoscopy 
Hospital",GOA,GOA,4.6,3821,"GRGG+JC Pilern, Goa"
Manipal Hospitals,GOA,GOA,4.5,2236,"FR67+27 Durgavado, Goa"
Royal Hospital,GOA,GOA,3.5,96,"7XCC+8R Madgaon, Goa"
Healthway Hospital(Kadmba),GOA,GOA,3.3,263,"FWP6+6F Old Goa, Goa"
Healthway Hospitals,Panaji,GOA,3.3,97,"FRVJ+JC Panaji, Goa"
Cims Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,17464,"3GC8+5P Ahmedabad, Gujarat"
Bodyline Hospitals,Ahmedabad,GUJARAT,4.6,936,"2H53+XR Ahmedabad, Gujarat"
Panchshil Hospital,Ahmedabad,GUJARAT,3.7,118,
Poojan Children Hospital,AHMEDABAD,GUJARAT,4.9,2185,"3HF5+5M Ahmedabad, Gujarat"
Shivam Medical Hospital,AHMEDABAD,GUJARAT,4.8,643,"XJMC+QG Ahmedabad, Gujarat"
Siddhi Hospital,Ahmedabad,GUJARAT,4,6,
"Sanjivani Super Speciality Hospital Pvt 
Ltd",AHMEDABAD,GUJARAT,4.1,668,"2GRH+47 Ahmedabad, Gujarat"
SAL Hospital And Medical Institute,AHMEDABAD,GUJARAT,4.5,2538,"2GXF+RP Ahmedabad, Gujarat"
Shreeji Hospital(Ahmedabad),AHMEDABAD,GUJARAT,4.5,86,"2G7G+9M Ahmedabad, Gujarat"
Swapn Healthcare Hospital PVT. LTD,AHMEDABAD,GUJARAT,3.9,37,"XHMW+9V Ahmedabad, Gujarat"
Utkarsh Hospital,AHMEDABAD,GUJARAT,3.5,15,"4H5H+58 Ahmedabad, Gujarat"
Rushabh Medi Surge Hospital Pvt Ltd,AHMEDABAD,GUJARAT,3.3,36,"2G79+22 Ahmedabad, Gujarat"
Mansarovar Hospital,AHMEDABAD,GUJARAT,4.3,37,"2HW8+V5 Ahmedabad, Gujarat"
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131,"2G77+34 Ahmedabad, Gujarat"
Netra Raksha Hospital,AHMEDABAD,GUJARAT,2.8,4,"2JQQ+M7 Ahmedabad, Gujarat"
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131,"2G77+34 Ahmedabad, Gujarat"
Devasya Kidney Hospital,AHMEDABAD,GUJARAT,4.8,477,"2FHH+72 Ahmedabad, Gujarat"
"Tapan Hospital (A Unit Of Tapan Hospital 
Pvt Ltd)",AHMEDABAD,GUJARAT,3.2,23,"2JPH+CW Ahmedabad, Gujarat"
Parth Hospital,AHMEDABAD,GUJARAT,4,170,
Shaurya Hospital(Ahmedabad),Ahmedabad,GUJARAT,,786,"2H67+73 Ahmedabad, Gujarat"
"Zydus Hospital And Healthcare Research 
Pvt Ltd",Ahmedabad,GUJARAT,4.8,12658,"3G59+C2 Ahmedabad, Gujarat"
Hcg Medi - Surge Hospitals Pvt. Ltd.,Ahmedabad,GUJARAT,3.4,8,"2HH7+FR Ahmedabad, Gujarat"
Krishna Surgical Hospital,AHMEDABAD,GUJARAT,4.9,338,"3JCX+H5 Ahmedabad, Gujarat"
Aalok Orthocare Hospital,AHMEDABAD,GUJARAT,4.1,74,"2HXC+6M Ahmedabad, Gujarat"
Aarna Super Speciality Hospital,AHMEDABAD,GUJARAT,4.8,994,"2H75+QV Ahmedabad, Gujarat"
Anand Surgical Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,2422,"3J3J+VC Ahmedabad, Gujarat"
"Apollo Hospital International Ltd (City 
Center)",AHMEDABAD,GUJARAT,4.4,837,"2H95+96 Ahmedabad, Gujarat"
"Arihant Orthopaedic Hospital And Joint 
Replacement Centre",AHMEDABAD,GUJARAT,4.8,92,"2G7W+56 Ahmedabad, Gujarat"
Baps Yogiji Maharaj Hospital,AHMEDABAD,GUJARAT,4.8,4666,"2HWQ+CC Ahmedabad, Gujarat"
Dr.Saurabh Shah Orthopaedic Hospital,AHMEDABAD,GUJARAT,4.4,114,"3H45+VX Ahmedabad, Gujarat"
"Global Longlife Hospital And Research 
Pvt.Ltd",AHMEDABAD,GUJARAT,4.7,1017,"2GR5+FF Ahmedabad, Gujarat"
"Apollo Hospital International 
Ltd(Gandhinagar)",AHMEDABAD,GUJARAT,,,
J Chirag Surgical Hospital,AHMEDABAD,GUJARAT,,,"2HW6+GX Ahmedabad, Gujarat"
Kakadiya Hospital,AHMEDABAD,GUJARAT,3.2,212,"2JRJ+24 Ahmedabad, Gujarat"
Karnavati Superspeciality Hospital,AHMEDABAD,GUJARAT,4.8,813,
Laxmi Hospital And Diagnostic Centre,AHMEDABAD,GUJARAT,4.5,256,"2FHH+82 Ahmedabad, Gujarat"
Mansi Multispeciality Hospital,AHMEDABAD,GUJARAT,4.9,1680,"3H86+QR Ahmedabad, Gujarat"
Mayflower WomenS Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,749,"2GWR+7J Ahmedabad, Gujarat"
"Param Maternity Gynaec And Surgical 
Hospital",AHMEDABAD,GUJARAT,3.8,9,"4H3X+W2 Ahmedabad, Gujarat"
Rathi Hospital,AHMEDABAD,GUJARAT,4,78,"2GFG+4C Ahmedabad, Gujarat"
Shah Hospital (Dr. Manish Shah),AHMEDABAD,GUJARAT,4.3,165,"3H29+XV Ahmedabad, Gujarat"
Sumiran Women`S Hospital,AHMEDABAD,GUJARAT,4.9,714,"2HQ7+R4 Ahmedabad, Gujarat"
"The Gujarat Research And Medical 
Institute(Rajasthan Hospitals)",AHMEDABAD,GUJARAT,3.2,511,"3H4W+2M Ahmedabad, Gujarat"
Tirupati General Hospital,AHMEDABAD,GUJARAT,4,24,"3H87+VJ Ahmedabad, Gujarat"
Aarogyam Speciality Hospital,AHMEDABAD,GUJARAT,4.6,115,"2HW4+P6 Ahmedabad, Gujarat"
Anand Multispeciality Hospital,AHMEDABAD,GUJARAT,4.6,344,"3H4X+22 Ahmedabad, Gujarat"
Columbia Asia Hospital,AHMEDABAD,GUJARAT,4.8,150,"2HV6+JG Ahmedabad, Gujarat"
"Gcs Medical College Hospital And 
Research Centre",Ahmedabad,GUJARAT,4.5,3346,"2JQ6+Q8 Ahmedabad, Gujarat"
"Hcg Hospitals (Healthcare Global 
Enterprises Ltd)",Ahmedabad,GUJARAT,4.8,8249,"2HH7+GP Ahmedabad, Gujarat"
Indus Hospital,AHMEDABAD,GUJARAT,4.7,136,"2MJF+Q6 Ahmedabad, Gujarat"
Kaizen Hospital,AHMEDABAD,GUJARAT,4.7,2015,"2GWV+QF Ahmedabad, Gujarat"
Kalptaru Hospital,Ahmedabad,GUJARAT,4.7,24,"2HXX+25 Ahmedabad, Gujarat"
Kiran Surgical Hospital,Ahmedabad,GUJARAT,,,
"Medilink Hospital And Research Center 
Pvt Ltd",AHMEDABAD,GUJARAT,4.1,9,"3HFR+MR Ahmedabad, Gujarat"
"Narayana Multispeciality Hospital ( 
Ahmedabad)",Ahmedabad,GUJARAT,,,
Parimal Hospital ( Maninagar ),Ahmedabad,GUJARAT,3.4,28,
Prathana Surgical And Medical Hospital,Ahmedabad,GUJARAT,3.7,146,"3M62+H4 Ahmedabad, Gujarat"
"Pushpa Children Hospitals And Critical 
Care Centre",AHMEDABAD,GUJARAT,4.6,288,"4H4X+P5 Ahmedabad, Gujarat"
Samata Hospital Pvt Ltd,Ahmedabad,GUJARAT,4.4,175,"3GMW+4P Ahmedabad, Gujarat"
Sanjivan Heart And Medical Hospital,AHMEDABAD,GUJARAT,3.3,7,
Satyamev Hospital,AHMEDABAD,GUJARAT,4.5,1898,"4HCJ+4J Ahmedabad, Gujarat"
Saviour Annexe Hospital,AHMEDABAD,GUJARAT,4.1,17,
Shalby Hospital Ltd,AHMEDABAD,GUJARAT,4.8,27633,"2G94+JM Ahmedabad, Gujarat"
Shraddha Surgical Hospital,Ahmedabad,GUJARAT,5,4,"2GXM+58 Ahmedabad, Gujarat"
Shreeji Orthopaedic And Ent Hospital,AHMEDABAD,GUJARAT,4.7,212,"2GWM+RF Ahmedabad, Gujarat"
Shrey Hospital And Research Center,AHMEDABAD,GUJARAT,3.1,106,"2HQ7+2W Ahmedabad, Gujarat"
Siddhi Vinayak Hospital(Maninagar),Ahmedabad,GUJARAT,4.8,4021,"2J34+HH Ahmedabad, Gujarat"
"Sterling Hospital-Ahmedabad (Division Of 
Add Life Medical Institute Ltd.)",AHMEDABAD,GUJARAT,4.7,9955,"2GXJ+HG Ahmedabad, Gujarat"
Sushrut Hospital,Ahmedabad,GUJARAT,4.8,249,"2H56+JW Ahmedabad, Gujarat"
Tapan Hospital Pvt Ltd,Ahmedabad,GUJARAT,3.2,23,"2JPH+CW Ahmedabad, Gujarat"
Smruti Hospital Pvt Ltd,AHMEDABAD,GUJARAT,5,1,"XJF6+PM Ahmedabad, Gujarat"
Central United Hospital,AHMEDABAD,GUJARAT,4.7,992,"2MF8+J4 Ahmedabad, Gujarat"
KD Hospital,AHMEDABAD,GUJARAT,,,
Saviour Hospital,AHMEDABAD,GUJARAT,3.9,533,
Care And Cure Hospital,Bharuch,GUJARAT,4.6,602,"PX2W+F8 Bharuch, Gujarat"
M-Cure Hospital,GANDHI NAGAR,GUJARAT,4,60,"5JW7+3R Gandhinagar, Gujarat"
Pagarav Hospital And ICU,GANDHI NAGAR,GUJARAT,4.7,1394,"6MV2+HC Gandhinagar, Gujarat"
Kanoria Hospital And Research Centre,GANDHI NAGAR,GUJARAT,4.2,135,"3JXH+XM Ahmedabad, Gujarat"
Yashdeep Hospital,Himmatnagar,GUJARAT,4.7,31,"JX34+6G Himatnagar, Gujarat"
Ashirwad Hospital,RAJKOT,GUJARAT,3.2,81,"7Q7M+9F Rajkot, Gujarat"
"Sadbhavna Hospital And Medical 
Research Centre",RAJKOT,GUJARAT,4,116,"8Q59+Q3 Rajkot, Gujarat"
Sudeep Hospital And Maternity Home,SURAT,GUJARAT,,,
Healing Hands Hospital,SURAT,GUJARAT,4.9,175,"4QVW+GV Surat, Gujarat"
"Metas Of Seventh Day Adventist 
Hospital(Surat)",SURAT,GUJARAT,4.4,1059,"5RM5+MG Surat, Gujarat"
"Kiran Multi Super Specialty Hospital & 
Research Center",SURAT,GUJARAT,4.8,28618,"6R9P+HQ Surat, Gujarat"
SIDS Hospital And Research Centre,SURAT,GUJARAT,4.3,911,"5RHG+66 Surat, Gujarat"
Indrapuri Hospital,VADODARA,GUJARAT,4.1,65,"862J+54 Vadodara, Gujarat"
Chandan Hospital And Icu,Vadodara,GUJARAT,3.8,18,"8622+J6 Vadodara, Gujarat"
Chiranjeev Children'S Hospital,Vadodara,GUJARAT,3.4,36,"862C+2M Vadodara, Gujarat"
Dev Hospital And Iccu (Baroda),Vadodara,GUJARAT,4.3,41,"8564+8H Vadodara, Gujarat"
Devamrut Hospital,Vadodara,GUJARAT,4.8,327,"848J+FG Vadodara, Gujarat"
Devarsh Surgical And Maternity Hospital,Vadodara,GUJARAT,4.6,309,"85RM+X3 Vadodara, Gujarat"
"Devpushp Meternity And Laproscopic 
Hospital",Vadodara,GUJARAT,4.2,416,"759X+R3 Vadodara, Gujarat"
Dhvani Ent Hospital,Vadodara,GUJARAT,2.3,6,
Dr. Bhavesh Patel'S Hospital,Vadodara,GUJARAT,4,70,"85RH+G5 Vadodara, Gujarat"
Dr. Munshis Hospital,Vadodara,GUJARAT,,,
Dwarkesh Hospital,Vadodara,GUJARAT,4.4,269,"85FX+X4 Vadodara, Gujarat"
Ganga Jamna Hospital,Vadodara,GUJARAT,4.3,73,"85C5+5Q Vadodara, Gujarat"
Gujarat Kidney Hospital,Vadodara,GUJARAT,4.3,860,"854G+W8 Vadodara, Gujarat"
Gunjan Children Hospital And Icu,Vadodara,GUJARAT,3.4,5,"85QH+Q6 Vadodara, Gujarat"
Gupta Hospital ( Vadodara),Vadodara,GUJARAT,4.6,187,"7682+RQ Vadodara, Gujarat"
"Himalaya Cancer Hospital And Research 
Centre",Vadodara,GUJARAT,4.6,224,"854G+PQ Vadodara, Gujarat"
"I Care Hospital And Phaco Centre 
(Vadodara)",Vadodara,GUJARAT,4.4,245,"8565+48 Vadodara, Gujarat"
Jadia Orthopedic And Maternity Hospital,Vadodara,GUJARAT,,,
Kaka Hospital,Vadodara,GUJARAT,4.4,70,"76XM+W6 Vadodara, Gujarat"
Kalavati Hospital (Vadodara),Vadodara,GUJARAT,4.9,103,"85XG+WW Vadodara, Gujarat"
Kamubala Hospital,Vadodara,GUJARAT,4.6,116,"85WV+45 Vadodara, Gujarat"
Kinjal Hospital,Vadodara,GUJARAT,,,
Krishna Hospital(Vado),Vadodara,GUJARAT,4.5,99,"76PP+XV Vadodara, Gujarat"
Krishnashray Hospital And Icu,Vadodara,GUJARAT,,,
Metro Hospital And Research Institute,VADODARA,GUJARAT,3.8,69,"86P5+4F Vadodara, Gujarat"
"Viroc Super Speciality Orthopaedic 
Hospital(Nirman Orthopaedics)",VADODARA,GUJARAT,4.9,3083,"8672+6W Vadodara, Gujarat"
"Venus Superspeciality Hospital (A Unit Of 
Venus Medi Surgery Pvt Ltd)",Vadodara,GUJARAT,4.9,2301,"75Q8+G4 Vadodara, Gujarat"
Welcare Hospital (Vadodara),VADODARA,GUJARAT,4.9,1747,"75G6+5M Vadodara, Gujarat"
Samvedna Multispeciality Hospital,VAPI,GUJARAT,3.4,96,"9WHJ+4V Vapi, Gujarat"
Leelawati Hospital,AMBALA,HARYANA,4.5,251,"9QHP+G4 Ambala, Haryana"
Vardhman Hospital ( Ambala City ),AMBALA,HARYANA,3.3,76,
Mehndiratta Hospital,AMBALA,HARYANA,4.6,586,"9QCQ+76 Ambala, Haryana"
Narain Hospital And Ct Scan Centre,AMBALA,HARYANA,4.3,235,"9QCQ+GF Ambala, Haryana"
Monga Hospital And Stone Centre,AMBALA,HARYANA,3.9,194,"8VP7+QQ Ambala Cantt, Haryana"
MM Hospital,AMBALA,HARYANA,3.9,98,"9QJM+33 Ambala, Haryana"
Dhawan Orthopaedic Hospital,AMBALA,HARYANA,4.2,46,"8VP8+V4 Ambala Cantt, Haryana"
Healing Touch Super Speciality Hospital,AMBALA,HARYANA,4.7,4176,"CQ2P+PJ Ambala, Haryana"
JP Surgical Hospital,AMBALA,HARYANA,4.3,73,"9QHG+WP Ambala, Haryana"
Kapoor Hospital(Ambala),AMBALA,HARYANA,2.9,32,
Rai Multispeciality Hospital,AMBALA,HARYANA,4.3,10,"9QQR+RV Ambala, Haryana"
"Rotary Ambala Cancer And General 
Hospital.",AMBALA,HARYANA,3.8,214,"8RJW+PR Ambala Cantt, Haryana"
Ishwar Hospital,AMBALA,HARYANA,4.7,794,"9QQC+P2 Ambala, Haryana"
RJ Super Speciality Hospital,BAHADURGARH,HARYANA,2.7,154,
Care & Cure Hospital,BAHADURGARH,HARYANA,4.3,10,
Sarvodaya Hospital,FARIDABAD,HARYANA,4.5,5261,"989P+2J Faridabad, Haryana"
Shivalik Hospital,FARIDABAD,HARYANA,3.2,222,"F8H6+XF Faridabad, Haryana"
Raj Rishik Hospital Pvt Ltd,FARIDABAD,HARYANA,4.3,212,"982J+CW Faridabad, Haryana"
"Qrg Central Hospital And Research 
Centre",FARIDABAD,HARYANA,,,
Sarvodaya Hospital And Research Centre,FARIDABAD,HARYANA,4.5,5261,"989P+2J Faridabad, Haryana"
C. K. Memorial Kapoor Hospital,FARIDABAD,HARYANA,3.5,131,"97XW+36 Faridabad, Haryana"
IBS Ashwani Hospital,FARIDABAD,HARYANA,3.3,83,"989F+M8 Faridabad, Haryana"
Fortis Escorts Hospital,FARIDABAD,HARYANA,4.7,5908,"98R4+FQ Faridabad, Haryana"
Prime Hospital And Ortho Centre,FARIDABAD,HARYANA,,,
Zenith Hospital Pvt Ltd,FARIDABAD,HARYANA,4.2,215,
RK Hospital,FARIDABAD,HARYANA,3.8,71,"97RV+G4 Faridabad, Haryana"
Lohan Children Hospital,FARIDABAD,HARYANA,3.2,110,"C824+F8 Faridabad, Haryana"
"RG Stone Urology And Laparoscopy 
Hospital",FARIDABAD,HARYANA,4.8,1197,"98Q4+7C Faridabad, Haryana"
"Apex Multispeciality And Laproscopy 
Hospital",FARIDABAD,HARYANA,3.4,28,"97VV+Q2 Faridabad, Haryana"
Jeewan Jyoti Hospital,FARIDABAD,HARYANA,4.7,139,"C82F+RW Faridabad, Haryana"
Arsh Hospital,FARIDABAD,HARYANA,,,
Ghai Hospital,FARIDABAD,HARYANA,3.6,165,"98GH+QQ Faridabad, Haryana"
Satyam Hospital,FARIDABAD,HARYANA,4.2,51,"97HR+73 Faridabad, Haryana"
Kesar Hospital,FARIDABAD,HARYANA,4,59,"88W9+P6 Faridabad, Haryana"
Pawan Hospital,FARIDABAD,HARYANA,3.5,255,"87CM+Q9 Faridabad, Haryana"
Santosh Multispeciality Hospital,FARIDABAD,HARYANA,3.4,353,"97WQ+6X Faridabad, Haryana"
"Medicheck Ortho Superspeciality Hospital Site-2,Sec-46, Near Community Centre, Faridabad-121010 ,",FARIDABAD,HARYANA,4.2,104,"C7QX+FR Faridabad, Haryana"
Gaurav Hospital,Faridabad,HARYANA,5,1,"87FR+J8 Faridabad, Haryana"
Aar Pee Hospitals,FARIDABAD,HARYANA,,,
Apurva Hospital,FARIDABAD,HARYANA,4.1,140,"97QQ+JW Faridabad, Haryana"
Dr. Harish Hospital,FARIDABAD,HARYANA,3.8,21,"989J+J2 Faridabad, Haryana"
Goyal Hospital,FARIDABAD,HARYANA,4.8,3839,"987H+VR Faridabad, Haryana"
Medicheck Hospital,FARIDABAD,HARYANA,3.4,110,"98J2+CR Faridabad, Haryana"
Park Hospital Faridabad,FARIDABAD,HARYANA,4.6,2308,"98GG+X8 Faridabad, Haryana"
Prakash Hospital,FARIDABAD,HARYANA,4.6,128,"982J+8W Faridabad, Haryana"
Shanti Devi Memorial Hospital,FARIDABAD,HARYANA,3.9,21,"C989+G7 Faridabad, Haryana"
Shivmani Hospital,FARIDABAD,HARYANA,,,
Vardaan Hospital,FARIDABAD,HARYANA,3.8,9,"97RQ+CF Faridabad, Haryana"
Chugh Hospital,FARIDABAD,HARYANA,3.8,25,"C72X+MF Faridabad, Haryana"
